question,choices,correct,type,model_response,model_response_color,correct_color,accuracy_baseline,accuracy
truck_rot_s_8.jpg,"['blue', 'yellow', 'green', 'green']",['blue'],1,0,blue,blue,0.25,1
gloves_rot_s_1.jpg,"['blue', 'purple', 'yellow', 'pink']",['blue'],1,0,blue,blue,0.25,1
valve_rot_s_3.jpg,"['blue', 'green', 'yellow', 'purple']",['blue'],1,0,blue,blue,0.25,1
tissues_rot_s_3.jpg,"['blue', 'purple', 'blue', 'pink']",['blue'],1,0,blue,blue,0.25,1
clamp_rot_s_8.jpg,"['blue', 'red', 'brown', 'pink']",['blue'],1,0,blue,blue,0.25,1
towel_rot_s_6.jpg,"['blue', 'brown', 'brown', 'brown']",['blue'],1,0,blue,blue,0.25,1
container_open_rot_s_5.jpg,"['blue', 'blue', 'pink', 'blue']",['blue'],1,0,blue,blue,0.25,1
controlbox_rot_s_10.jpg,"['blue', 'purple', 'pink', 'purple']",['blue'],1,0,blue,blue,0.25,1
chair_recliner_rot_s_1.jpg,"['blue', 'purple', 'yellow', 'brown']",['blue'],1,0,blue,blue,0.25,1
gloves_rot_s_4.jpg,"['blue', 'pink', 'pink', 'brown']",['blue'],1,0,blue,blue,0.25,1
kettle_rot_s_10.jpg,"['blue', 'pink', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
usb_key_rot_s_3.jpg,"['blue', 'blue', 'green', 'purple']",['blue'],1,0,blue,blue,0.25,1
container_open_rot_s_6.jpg,"['blue', 'pink', 'purple', 'yellow']",['blue'],1,0,blue,blue,0.25,1
valve_rot_s_4.jpg,"['blue', 'green', 'brown', 'green']",['blue'],1,0,blue,blue,0.25,1
handbag_rot_s_5.jpg,"['blue', 'blue', 'green', 'pink']",['blue'],1,0,blue,blue,0.25,1
usb_key_rot_s_1.jpg,"['blue', 'yellow', 'red', 'pink']",['blue'],1,0,blue,blue,0.25,1
controlbox_rot_s_9.jpg,"['blue', 'pink', 'red', 'pink']",['blue'],1,0,blue,blue,0.25,1
holy_vase_rot_s_3.jpg,"['blue', 'green', 'brown', 'brown']",['blue'],1,0,blue,blue,0.25,1
handbag_rot_s_6.jpg,"['blue', 'purple', 'brown', 'red']",['blue'],1,0,blue,blue,0.25,1
pail_rot_s_10.jpg,"['blue', 'purple', 'pink', 'brown']",['blue'],1,0,blue,blue,0.25,1
valve_rot_s_1.jpg,"['blue', 'red', 'green', 'yellow']",['blue'],1,0,blue,blue,0.25,1
briefcase_rot_s_6.jpg,"['blue', 'yellow', 'blue', 'blue']",['blue'],1,0,blue,blue,0.25,1
measuring_spoons_rot_s_10.jpg,"['blue', 'green', 'blue', 'pink']",['blue'],1,0,blue,blue,0.25,1
lotion_rot_s_9.jpg,"['blue', 'yellow', 'green', 'purple']",['blue'],1,0,blue,blue,0.25,1
tennis_racket_rot_s_5.jpg,"['blue', 'purple', 'purple', 'yellow']",['blue'],1,0,blue,blue,0.25,1
usb_key_rot_s_4.jpg,"['blue', 'purple', 'blue', 'brown']",['blue'],1,0,blue,blue,0.25,1
gift_box_rot_s_6.jpg,"['blue', 'purple', 'pink', 'green']",['blue'],1,0,blue,blue,0.25,1
pail_rot_s_9.jpg,"['blue', 'blue', 'red', 'pink']",['blue'],1,0,blue,blue,0.25,1
hand_puppet_rot_s_7.jpg,"['blue', 'red', 'blue', 'brown']",['blue'],1,0,blue,blue,0.25,1
scanner_rot_s_6.jpg,"['blue', 'pink', 'red', 'yellow']",['blue'],1,0,blue,blue,0.25,1
box_hat_rot_s_10.jpg,"['blue', 'pink', 'yellow', 'purple']",['blue'],1,0,blue,blue,0.25,1
tissues_rot_s_4.jpg,"['blue', 'red', 'purple', 'red']",['blue'],1,0,blue,blue,0.25,1
fakeapple_rot_s_2.jpg,"['blue', 'purple', 'purple', 'green']",['blue'],1,0,blue,blue,0.25,1
takeout_container_rot_s_5.jpg,"['green', 'brown', 'brown', 'yellow']",['green'],1,3,yellow,green,0.25,0
notecards_rot_s_4.jpg,"['blue', 'green', 'red', 'green']",['blue'],1,0,blue,blue,0.25,1
notebook_rot_s_5.jpg,"['red', 'pink', 'red', 'green']",['red'],1,0,red,red,0.25,1
sponge_rot_s_5.jpg,"['red', 'pink', 'purple', 'red']",['red'],1,0,red,red,0.25,1
chair_rot_s_4.jpg,"['red', 'pink', 'brown', 'pink']",['red'],1,0,red,red,0.25,1
lotion_rot_s_4.jpg,"['red', 'red', 'blue', 'yellow']",['red'],1,2,blue,red,0.25,0
scanner_rot_s_2.jpg,"['red', 'pink', 'pink', 'blue']",['red'],1,3,blue,red,0.25,0
fuel_tank_rot_s_5.jpg,"['red', 'blue', 'brown', 'green']",['red'],1,1,blue,red,0.25,0
razor_rot_s_1.jpg,"['red', 'yellow', 'red', 'brown']",['red'],1,0,red,red,0.25,1
extension_cord_rot_s_7.jpg,"['red', 'blue', 'blue', 'red']",['red'],1,1,blue,red,0.25,0
holy_vase_rot_s_7.jpg,"['red', 'green', 'blue', 'yellow']",['red'],1,2,blue,red,0.25,0
measuring_spoons_rot_s_4.jpg,"['red', 'blue', 'blue', 'pink']",['red'],1,1,blue,red,0.25,0
tool_box_rot_s_7.jpg,"['red', 'green', 'red', 'blue']",['red'],1,3,blue,red,0.25,0
chapstick_rot_s_10.jpg,"['pink', 'blue', 'red', 'purple']",['pink'],1,1,blue,pink,0.25,0
razor_rot_s_2.jpg,"['red', 'brown', 'pink', 'pink']",['red'],1,0,red,red,0.25,1
kettle_rot_s_4.jpg,"['red', 'purple', 'blue', 'yellow']",['red'],1,2,blue,red,0.25,0
tool_box_rot_s_8.jpg,"['red', 'brown', 'pink', 'purple']",['red'],1,0,red,red,0.25,1
usb_key_rot_s_10.jpg,"['red', 'pink', 'red', 'blue']",['red'],1,3,blue,red,0.25,0
accordion_rot_s_8.jpg,"['red', 'green', 'blue', 'brown']",['red'],1,2,blue,red,0.25,0
sponge_rot_s_6.jpg,"['red', 'brown', 'purple', 'brown']",['red'],1,0,red,red,0.25,1
tennis_racket_rot_s_3.jpg,"['pink', 'red', 'green', 'pink']",['pink'],1,1,red,pink,0.25,0
holy_vase_rot_s_8.jpg,"['red', 'yellow', 'purple', 'red']",['red'],1,0,red,red,0.25,1
notebook_rot_s_6.jpg,"['red', 'brown', 'brown', 'green']",['red'],1,0,red,red,0.25,1
measuring_spoons_rot_s_3.jpg,"['red', 'pink', 'purple', 'red']",['red'],1,0,red,red,0.25,1
kettle_rot_s_3.jpg,"['red', 'purple', 'green', 'purple']",['red'],1,0,red,red,0.25,1
scanner_rot_s_1.jpg,"['red', 'red', 'purple', 'green']",['red'],1,0,red,red,0.25,1
notecards_rot_s_8.jpg,"['red', 'brown', 'brown', 'purple']",['red'],1,0,red,red,0.25,1
watch_rot_s_9.jpg,"['red', 'purple', 'yellow', 'red']",['red'],1,0,red,red,0.25,1
fuel_tank_rot_s_6.jpg,"['red', 'pink', 'purple', 'purple']",['red'],1,0,red,red,0.25,1
lotion_rot_s_3.jpg,"['red', 'green', 'blue', 'yellow']",['red'],1,2,blue,red,0.25,0
usb_key_rot_s_9.jpg,"['red', 'yellow', 'green', 'pink']",['red'],1,0,red,red,0.25,1
watch_rot_s_10.jpg,"['red', 'brown', 'red', 'brown']",['red'],1,0,red,red,0.25,1
gift_box_rot_s_2.jpg,"['brown', 'purple', 'brown', 'red']",['brown'],1,3,red,brown,0.25,0
tennis_racket_rot_s_4.jpg,"['pink', 'yellow', 'brown', 'green']",['pink'],1,1,yellow,pink,0.25,0
chapstick_rot_s_9.jpg,"['pink', 'green', 'red', 'green']",['pink'],1,2,red,pink,0.25,0
handbag_rot_s_1.jpg,"['red', 'green', 'yellow', 'red']",['red'],1,0,red,red,0.25,1
gloves_rot_s_10.jpg,"['brown', 'purple', 'yellow', 'pink']",['brown'],1,1,purple,brown,0.25,0
container_open_rot_s_2.jpg,"['pink', 'pink', 'green', 'green']",['pink'],1,2,green,pink,0.25,0
phone_antique_rot_s_9.jpg,"['pink', 'yellow', 'pink', 'brown']",['pink'],1,1,yellow,pink,0.25,0
handbag_rot_s_2.jpg,"['red', 'green', 'brown', 'yellow']",['red'],1,0,red,red,0.25,1
phone_antique_rot_s_10.jpg,"['pink', 'red', 'yellow', 'red']",['pink'],1,1,red,pink,0.25,0
gift_box_rot_s_1.jpg,"['brown', 'green', 'blue', 'pink']",['brown'],1,2,blue,brown,0.25,0
phone_antique_rot_s_5.jpg,"['yellow', 'yellow', 'brown', 'red']",['yellow'],1,3,red,yellow,0.25,0
nailpolish_rot_s_8.jpg,"['yellow', 'brown', 'blue', 'pink']",['yellow'],1,2,blue,yellow,0.25,0
packingtape_rot_s_3.jpg,"['yellow', 'pink', 'pink', 'green']",['yellow'],1,0,yellow,yellow,0.25,1
tool_box_rot_s_10.jpg,"['yellow', 'purple', 'pink', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
watch_rot_s_6.jpg,"['yellow', 'blue', 'blue', 'pink']",['yellow'],1,1,blue,yellow,0.25,0
umbrella_rot_s_2.jpg,"['green', 'pink', 'yellow', 'purple']",['green'],1,3,purple,green,0.25,0
notecards_rot_s_10.jpg,"['yellow', 'red', 'purple', 'yellow']",['yellow'],1,1,red,yellow,0.25,0
holy_vase_rot_s_10.jpg,"['yellow', 'green', 'red', 'purple']",['yellow'],1,2,red,yellow,0.25,0
truck_rot_s_4.jpg,"['yellow', 'yellow', 'blue', 'brown']",['yellow'],1,2,blue,yellow,0.25,0
theater_seats_rot_s_9.jpg,"['yellow', 'green', 'brown', 'purple']",['yellow'],1,3,purple,yellow,0.25,0
cardboard_rot_s_2.jpg,"['yellow', 'pink', 'green', 'purple']",['yellow'],1,3,purple,yellow,0.25,0
holy_vase_rot_s_9.jpg,"['yellow', 'pink', 'red', 'red']",['yellow'],1,2,red,yellow,0.25,0
container_open_rot_s_8.jpg,"['yellow', 'purple', 'pink', 'red']",['yellow'],1,3,red,yellow,0.25,0
takeout_container_rot_s_7.jpg,"['yellow', 'red', 'yellow', 'pink']",['yellow'],1,1,red,yellow,0.25,0
umbrella_rot_s_4.jpg,"['yellow', 'pink', 'brown', 'brown']",['yellow'],1,0,yellow,yellow,0.25,1
kettle_rot_s_1.jpg,"['yellow', 'pink', 'brown', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
watch_rot_s_5.jpg,"['yellow', 'green', 'pink', 'green']",['yellow'],1,0,yellow,yellow,0.25,1
chair_rot_s_2.jpg,"['yellow', 'pink', 'blue', 'red']",['yellow'],1,2,blue,yellow,0.25,0
scanner_rot_s_8.jpg,"['yellow', 'red', 'blue', 'red']",['yellow'],1,2,blue,yellow,0.25,0
chapstick_rot_s_6.jpg,"['yellow', 'blue', 'green', 'yellow']",['yellow'],1,1,blue,yellow,0.25,0
hand_puppet_rot_s_4.jpg,"['yellow', 'red', 'yellow', 'green']",['yellow'],1,1,red,yellow,0.25,0
packingtape_rot_s_4.jpg,"['yellow', 'blue', 'pink', 'blue']",['yellow'],1,1,blue,yellow,0.25,0
phone_antique_rot_s_6.jpg,"['yellow', 'red', 'red', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
hand_puppet_rot_s_3.jpg,"['yellow', 'purple', 'pink', 'yellow']",['yellow'],1,1,purple,yellow,0.25,0
truck_rot_s_3.jpg,"['yellow', 'red', 'yellow', 'yellow']",['yellow'],1,1,red,yellow,0.25,0
theater_seats_rot_s_10.jpg,"['yellow', 'purple', 'green', 'green']",['yellow'],1,1,purple,yellow,0.25,0
fuel_tank_rot_s_4.jpg,"['green', 'pink', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
notecards_rot_s_9.jpg,"['yellow', 'green', 'purple', 'pink']",['yellow'],1,2,purple,yellow,0.25,0
lotion_rot_s_1.jpg,"['yellow', 'brown', 'brown', 'purple']",['yellow'],1,3,purple,yellow,0.25,0
cardboard_rot_s_1.jpg,"['yellow', 'brown', 'green', 'red']",['yellow'],1,3,red,yellow,0.25,0
lotion_rot_s_2.jpg,"['yellow', 'blue', 'blue', 'blue']",['yellow'],1,1,blue,yellow,0.25,0
cocktail_umbrella_rot_s_7.jpg,"['yellow', 'purple', 'yellow', 'yellow']",['yellow'],1,1,purple,yellow,0.25,0
chapstick_rot_s_5.jpg,"['yellow', 'green', 'yellow', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
pail_rot_s_1.jpg,"['yellow', 'purple', 'brown', 'red']",['yellow'],1,3,red,yellow,0.25,0
scanner_rot_s_7.jpg,"['yellow', 'blue', 'yellow', 'green']",['yellow'],1,1,blue,yellow,0.25,0
accordion_rot_s_10.jpg,"['yellow', 'pink', 'blue', 'yellow']",['yellow'],1,2,blue,yellow,0.25,0
chair_recliner_rot_s_6.jpg,"['yellow', 'green', 'blue', 'yellow']",['yellow'],1,2,blue,yellow,0.25,0
kettle_rot_s_2.jpg,"['yellow', 'green', 'green', 'green']",['yellow'],1,0,yellow,yellow,0.25,1
handbag_rot_s_7.jpg,"['yellow', 'pink', 'green', 'green']",['yellow'],1,0,yellow,yellow,0.25,1
fuel_tank_rot_s_3.jpg,"['green', 'purple', 'red', 'red']",['green'],1,2,red,green,0.25,0
nailpolish_rot_s_7.jpg,"['yellow', 'brown', 'purple', 'purple']",['yellow'],1,2,purple,yellow,0.25,0
handbag_rot_s_8.jpg,"['yellow', 'red', 'red', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
chair_recliner_rot_s_5.jpg,"['yellow', 'red', 'blue', 'green']",['yellow'],1,2,blue,yellow,0.25,0
extension_cord_rot_s_9.jpg,"['green', 'red', 'red', 'blue']",['green'],1,3,blue,green,0.25,0
tool_box_rot_s_9.jpg,"['yellow', 'purple', 'pink', 'blue']",['yellow'],1,3,blue,yellow,0.25,0
container_open_rot_s_7.jpg,"['yellow', 'purple', 'yellow', 'yellow']",['yellow'],1,1,purple,yellow,0.25,0
umbrella_rot_s_3.jpg,"['yellow', 'blue', 'yellow', 'green']",['yellow'],1,1,blue,yellow,0.25,0
jacket_rot_s_9.jpg,"['green', 'red', 'brown', 'purple']",['green'],1,1,red,green,0.25,0
cocktail_umbrella_rot_s_8.jpg,"['yellow', 'green', 'yellow', 'green']",['yellow'],1,0,yellow,yellow,0.25,1
umbrella_rot_s_1.jpg,"['green', 'green', 'green', 'pink']",['green'],1,0,green,green,0.25,1
jacket_rot_s_10.jpg,"['green', 'brown', 'pink', 'purple']",['green'],1,3,purple,green,0.25,0
takeout_container_rot_s_8.jpg,"['yellow', 'blue', 'red', 'brown']",['yellow'],1,1,blue,yellow,0.25,0
tennis_racket_rot_s_7.jpg,"['green', 'blue', 'pink', 'purple']",['green'],1,1,blue,green,0.25,0
flask_rot_s_4.jpg,"['green', 'blue', 'pink', 'purple']",['green'],1,1,blue,green,0.25,0
valve_rot_s_6.jpg,"['green', 'pink', 'red', 'blue']",['green'],1,3,blue,green,0.25,0
chair_rot_s_8.jpg,"['green', 'pink', 'blue', 'yellow']",['green'],1,2,blue,green,0.25,0
accordion_rot_s_6.jpg,"['green', 'yellow', 'red', 'yellow']",['green'],1,2,red,green,0.25,0
takeout_container_rot_s_10.jpg,"['green', 'red', 'red', 'red']",['green'],1,1,red,green,0.25,0
towel_rot_s_7.jpg,"['green', 'green', 'pink', 'green']",['green'],1,0,green,green,0.25,1
gloves_rot_s_5.jpg,"['green', 'purple', 'red', 'pink']",['green'],1,2,red,green,0.25,0
measuring_spoons_rot_s_8.jpg,"['green', 'pink', 'red', 'red']",['green'],1,2,red,green,0.25,0
tennis_racket_rot_s_8.jpg,"['green', 'blue', 'purple', 'blue']",['green'],1,1,blue,green,0.25,0
phone_antique_rot_s_4.jpg,"['green', 'brown', 'pink', 'red']",['green'],1,3,red,green,0.25,0
holy_vase_rot_s_5.jpg,"['green', 'brown', 'red', 'purple']",['green'],1,2,red,green,0.25,0
umbrella_rot_s_8.jpg,"['green', 'yellow', 'blue', 'green']",['green'],1,2,blue,green,0.25,0
handbag_rot_s_10.jpg,"['green', 'red', 'yellow', 'yellow']",['green'],1,1,red,green,0.25,0
towel_rot_s_9.jpg,"['green', 'yellow', 'red', 'blue']",['green'],1,3,blue,green,0.25,0
kettle_rot_s_8.jpg,"['green', 'pink', 'pink', 'blue']",['green'],1,3,blue,green,0.25,0
truck_rot_s_2.jpg,"['green', 'red', 'green', 'blue']",['green'],1,3,blue,green,0.25,0
hand_puppet_rot_s_2.jpg,"['green', 'yellow', 'purple', 'pink']",['green'],1,2,purple,green,0.25,0
handbag_rot_s_9.jpg,"['green', 'brown', 'purple', 'brown']",['green'],1,2,purple,green,0.25,0
packingtape_rot_s_1.jpg,"['green', 'pink', 'pink', 'purple']",['green'],1,3,purple,green,0.25,0
packingtape_rot_s_2.jpg,"['green', 'green', 'green', 'blue']",['green'],1,3,blue,green,0.25,0
controlbox_rot_s_8.jpg,"['green', 'green', 'green', 'pink']",['green'],1,0,green,green,0.25,1
chair_recliner_rot_s_4.jpg,"['green', 'blue', 'pink', 'pink']",['green'],1,1,blue,green,0.25,0
hand_puppet_rot_s_1.jpg,"['green', 'green', 'brown', 'pink']",['green'],1,2,brown,green,0.25,0
box_hat_rot_s_1.jpg,"['green', 'green', 'purple', 'purple']",['green'],1,2,purple,green,0.25,0
sugar_bowl_rot_s_1.jpg,"['green', 'purple', 'yellow', 'brown']",['green'],1,1,purple,green,0.25,0
accordion_rot_s_5.jpg,"['green', 'red', 'blue', 'green']",['green'],1,2,blue,green,0.25,0
tape_dispenser_rot_s_5.jpg,"['green', 'yellow', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
extension_cord_rot_s_5.jpg,"['green', 'green', 'green', 'red']",['green'],1,3,red,green,0.25,0
pail_rot_s_7.jpg,"['green', 'purple', 'blue', 'red']",['green'],1,2,blue,green,0.25,0
theater_seats_rot_s_6.jpg,"['green', 'green', 'red', 'purple']",['green'],1,2,red,green,0.25,0
tool_box_rot_s_6.jpg,"['green', 'red', 'blue', 'red']",['green'],1,2,blue,green,0.25,0
towel_rot_s_8.jpg,"['green', 'pink', 'blue', 'red']",['green'],1,2,blue,green,0.25,0
fakeapple_rot_s_6.jpg,"['green', 'yellow', 'pink', 'red']",['green'],1,3,red,green,0.25,0
lotion_rot_s_8.jpg,"['green', 'pink', 'pink', 'purple']",['green'],1,3,purple,green,0.25,0
flask_rot_s_1.jpg,"['green', 'red', 'yellow', 'purple']",['green'],1,1,red,green,0.25,0
extension_cord_s_4.jpg,"['green', 'brown', 'red', 'brown']",['green'],1,2,red,green,0.25,0
pail_rot_s_8.jpg,"['green', 'yellow', 'blue', 'blue']",['green'],1,2,blue,green,0.25,0
jacket_rot_s_6.jpg,"['green', 'red', 'green', 'green']",['green'],1,1,red,green,0.25,0
razor_rot_s_10.jpg,"['green', 'blue', 'blue', 'green']",['green'],1,1,blue,green,0.25,0
takeout_container_rot_s_9.jpg,"['green', 'red', 'blue', 'blue']",['green'],1,2,blue,green,0.25,0
sugar_bowl_rot_s_2.jpg,"['green', 'brown', 'purple', 'yellow']",['green'],1,2,purple,green,0.25,0
container_open_rot_s_9.jpg,"['green', 'yellow', 'red', 'green']",['green'],1,2,red,green,0.25,0
umbrella_rot_s_7.jpg,"['green', 'brown', 'blue', 'yellow']",['green'],1,2,blue,green,0.25,0
cardboard_rot_s_8.jpg,"['green', 'blue', 'brown', 'blue']",['green'],1,1,blue,green,0.25,0
pitcher_rot_s_1.jpg,"['green', 'brown', 'green', 'yellow']",['green'],1,3,yellow,green,0.25,0
theater_seats_rot_s_5.jpg,"['green', 'green', 'yellow', 'purple']",['green'],1,3,purple,green,0.25,0
briefcase_rot_s_7.jpg,"['green', 'purple', 'brown', 'purple']",['green'],1,1,purple,green,0.25,0
razor_rot_s_9.jpg,"['green', 'yellow', 'red', 'pink']",['green'],1,2,red,green,0.25,0
sponge_rot_s_4.jpg,"['green', 'blue', 'pink', 'purple']",['green'],1,1,blue,green,0.25,0
gift_box_rot_s_10.jpg,"['green', 'blue', 'purple', 'pink']",['green'],1,1,blue,green,0.25,0
nailpolish_rot_s_9.jpg,"['green', 'pink', 'yellow', 'red']",['green'],1,3,red,green,0.25,0
briefcase_rot_s_10.jpg,"['green', 'purple', 'blue', 'pink']",['green'],1,2,blue,green,0.25,0
tape_dispenser_rot_s_6.jpg,"['green', 'yellow', 'blue', 'red']",['green'],1,2,blue,green,0.25,0
container_open_rot_s_10.jpg,"['green', 'pink', 'blue', 'green']",['green'],1,2,blue,green,0.25,0
briefcase_rot_s_8.jpg,"['green', 'green', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
pitcher_rot_s_8.jpg,"['green', 'brown', 'green', 'blue']",['green'],1,3,blue,green,0.25,0
cocktail_umbrella_rot_s_9.jpg,"['green', 'green', 'red', 'purple']",['green'],1,2,red,green,0.25,0
extension_cord_s_2.jpg,"['green', 'pink', 'red', 'brown']",['green'],1,2,red,green,0.25,0
measuring_spoons_rot_s_7.jpg,"['green', 'blue', 'purple', 'yellow']",['green'],1,1,blue,green,0.25,0
gift_box_rot_s_8.jpg,"['green', 'yellow', 'yellow', 'brown']",['green'],1,1,yellow,green,0.25,0
phone_antique_rot_s_3.jpg,"['green', 'blue', 'blue', 'red']",['green'],1,1,blue,green,0.25,0
tennis_racket_rot_s_9.jpg,"['green', 'brown', 'pink', 'red']",['green'],1,3,red,green,0.25,0
jug_rot_s_6.jpg,"['green', 'pink', 'red', 'brown']",['green'],1,2,red,green,0.25,0
notebook_rot_s_2.jpg,"['green', 'yellow', 'blue', 'red']",['green'],1,2,blue,green,0.25,0
tape_dispenser_rot_s_9.jpg,"['green', 'pink', 'yellow', 'pink']",['green'],1,2,yellow,green,0.25,0
chapstick_rot_s_3.jpg,"['green', 'green', 'pink', 'green']",['green'],1,0,green,green,0.25,1
lotion_rot_s_7.jpg,"['green', 'green', 'purple', 'blue']",['green'],1,3,blue,green,0.25,0
clamp_rot_s_4.jpg,"['green', 'yellow', 'pink', 'purple']",['green'],1,3,purple,green,0.25,0
notecards_rot_s_5.jpg,"['green', 'brown', 'blue', 'yellow']",['green'],1,2,blue,green,0.25,0
nailpolish_rot_s_10.jpg,"['green', 'red', 'purple', 'brown']",['green'],1,1,red,green,0.25,0
box_hat_rot_s_8.jpg,"['green', 'brown', 'yellow', 'blue']",['green'],1,3,blue,green,0.25,0
cardboard_rot_s_7.jpg,"['green', 'yellow', 'purple', 'red']",['green'],1,3,red,green,0.25,0
watch_rot_s_4.jpg,"['green', 'purple', 'brown', 'pink']",['green'],1,1,purple,green,0.25,0
gift_box_rot_s_7.jpg,"['green', 'purple', 'blue', 'blue']",['green'],1,2,blue,green,0.25,0
notebook_rot_s_1.jpg,"['green', 'green', 'yellow', 'pink']",['green'],1,2,yellow,green,0.25,0
scanner_rot_s_10.jpg,"['green', 'brown', 'green', 'red']",['green'],1,3,red,green,0.25,0
pitcher_rot_s_2.jpg,"['green', 'purple', 'yellow', 'brown']",['green'],1,1,purple,green,0.25,0
notecards_rot_s_6.jpg,"['green', 'blue', 'blue', 'blue']",['green'],1,1,blue,green,0.25,0
pitcher_rot_s_7.jpg,"['green', 'yellow', 'purple', 'red']",['green'],1,3,red,green,0.25,0
briefcase_rot_s_9.jpg,"['green', 'blue', 'red', 'pink']",['green'],1,1,blue,green,0.25,0
fuel_tank_rot_s_2.jpg,"['green', 'pink', 'green', 'purple']",['green'],1,3,purple,green,0.25,0
flask_rot_s_3.jpg,"['green', 'pink', 'red', 'pink']",['green'],1,2,red,green,0.25,0
clamp_rot_s_3.jpg,"['green', 'red', 'red', 'purple']",['green'],1,1,red,green,0.25,0
gloves_rot_s_6.jpg,"['green', 'pink', 'purple', 'yellow']",['green'],1,2,purple,green,0.25,0
jug_rot_s_10.jpg,"['green', 'green', 'brown', 'blue']",['green'],1,3,blue,green,0.25,0
holy_vase_rot_s_6.jpg,"['green', 'green', 'blue', 'blue']",['green'],1,2,blue,green,0.25,0
box_hat_rot_s_7.jpg,"['green', 'pink', 'red', 'purple']",['green'],1,2,red,green,0.25,0
sponge_rot_s_1.jpg,"['green', 'blue', 'red', 'yellow']",['green'],1,1,blue,green,0.25,0
controlbox_rot_s_7.jpg,"['green', 'pink', 'purple', 'purple']",['green'],1,2,purple,green,0.25,0
chapstick_rot_s_4.jpg,"['green', 'pink', 'brown', 'red']",['green'],1,3,red,green,0.25,0
flask_rot_s_2.jpg,"['green', 'red', 'green', 'red']",['green'],1,1,red,green,0.25,0
tennis_racket_rot_s_10.jpg,"['green', 'brown', 'pink', 'green']",['green'],1,1,brown,green,0.25,0
tool_box_rot_s_5.jpg,"['green', 'red', 'brown', 'yellow']",['green'],1,1,red,green,0.25,0
chair_recliner_rot_s_3.jpg,"['green', 'purple', 'yellow', 'blue']",['green'],1,3,blue,green,0.25,0
jacket_rot_s_5.jpg,"['green', 'green', 'blue', 'purple']",['green'],1,2,blue,green,0.25,0
jug_rot_s_9.jpg,"['green', 'purple', 'yellow', 'yellow']",['green'],1,1,purple,green,0.25,0
cocktail_umbrella_rot_s_10.jpg,"['green', 'blue', 'green', 'yellow']",['green'],1,1,blue,green,0.25,0
kettle_rot_s_7.jpg,"['green', 'yellow', 'brown', 'green']",['green'],1,1,yellow,green,0.25,0
fakeapple_rot_s_5.jpg,"['green', 'green', 'blue', 'yellow']",['green'],1,2,blue,green,0.25,0
gift_box_rot_s_9.jpg,"['green', 'pink', 'brown', 'pink']",['green'],1,2,brown,green,0.25,0
notebook_rot_s_3.jpg,"['green', 'brown', 'blue', 'brown']",['green'],1,2,blue,green,0.25,0
sponge_rot_s_3.jpg,"['green', 'green', 'purple', 'blue']",['green'],1,3,blue,green,0.25,0
towel_rot_s_10.jpg,"['green', 'brown', 'pink', 'green']",['green'],1,1,brown,green,0.25,0
jug_rot_s_5.jpg,"['green', 'green', 'purple', 'red']",['green'],1,3,red,green,0.25,0
scanner_rot_s_9.jpg,"['green', 'green', 'brown', 'brown']",['green'],1,2,brown,green,0.25,0
truck_rot_s_1.jpg,"['green', 'green', 'green', 'purple']",['green'],1,3,purple,green,0.25,0
fuel_tank_rot_s_1.jpg,"['green', 'purple', 'red', 'purple']",['green'],1,2,red,green,0.25,0
notebook_rot_s_4.jpg,"['green', 'purple', 'brown', 'pink']",['green'],1,1,purple,green,0.25,0
sponge_rot_s_2.jpg,"['green', 'brown', 'red', 'brown']",['green'],1,2,red,green,0.25,0
tape_dispenser_rot_s_10.jpg,"['green', 'pink', 'green', 'pink']",['green'],1,0,green,green,0.25,1
box_hat_rot_s_2.jpg,"['green', 'green', 'green', 'pink']",['green'],1,0,green,green,0.25,1
valve_rot_s_5.jpg,"['green', 'pink', 'brown', 'green']",['green'],1,2,brown,green,0.25,0
fakeapple_rot_s_10.jpg,"['brown', 'red', 'green', 'green']",['brown'],1,1,red,brown,0.25,0
tennis_racket_rot_s_2.jpg,"['brown', 'green', 'yellow', 'purple']",['brown'],1,3,purple,brown,0.25,0
flask_rot_s_6.jpg,"['brown', 'brown', 'blue', 'red']",['brown'],1,2,blue,brown,0.25,0
briefcase_rot_s_1.jpg,"['brown', 'green', 'purple', 'red']",['brown'],1,3,red,brown,0.25,0
fakeapple_rot_s_9.jpg,"['brown', 'purple', 'brown', 'blue']",['brown'],1,3,blue,brown,0.25,0
box_hat_rot_s_3.jpg,"['brown', 'red', 'purple', 'pink']",['brown'],1,1,red,brown,0.25,0
cardboard_rot_s_3.jpg,"['brown', 'blue', 'blue', 'purple']",['brown'],1,1,blue,brown,0.25,0
tennis_racket_rot_s_1.jpg,"['brown', 'purple', 'yellow', 'yellow']",['brown'],1,1,purple,brown,0.25,0
towel_rot_s_1.jpg,"['brown', 'blue', 'yellow', 'yellow']",['brown'],1,1,blue,brown,0.25,0
gloves_rot_s_9.jpg,"['brown', 'red', 'brown', 'brown']",['brown'],1,1,red,brown,0.25,0
